Mã Khách Hàng (CIF),Phân Cấp Rủi Ro,Biện Pháp Vận Hành,Luận Chứng Toán Học AI (Top 3 SHAP Drivers)
475854,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.983) || [2] Biến 'total_trans_amount'=28,152,622 VND (Điểm phạt SHAP: +3.882) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
120186,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.986) || [2] Biến 'total_trans_amount'=20,600,000 VND (Điểm phạt SHAP: +3.886) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.343)"
284183,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.845) || [2] Biến 'total_trans_amount'=146,594,200 VND (Điểm phạt SHAP: +4.000) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
641815,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.015) || [2] Biến 'total_trans_amount'=108,450,260 VND (Điểm phạt SHAP: +4.005) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
493617,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.832) || [2] Biến 'total_trans_amount'=91,192,942 VND (Điểm phạt SHAP: +4.010) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
185722,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +6.755) || [2] Biến 'total_trans_amount'=198,078,000 VND (Điểm phạt SHAP: +4.256) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.445)"
909067,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.756) || [2] Biến 'total_trans_amount'=125,622,325 VND (Điểm phạt SHAP: +3.962) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
136984,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.901) || [2] Biến 'total_trans_amount'=121,436,252 VND (Điểm phạt SHAP: +4.016) || [3] Biến 'password_change_count'=5.0 (Điểm phạt SHAP: +0.318)"
198472,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.415) || [2] Biến 'total_trans_amount'=185,829,785 VND (Điểm phạt SHAP: +4.113) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
730965,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +6.763) || [2] Biến 'total_trans_amount'=1,001,908,975 VND (Điểm phạt SHAP: +4.276) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.433)"
229926,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.316) || [2] Biến 'total_trans_amount'=94,078,702 VND (Điểm phạt SHAP: +4.120) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.320)"
442019,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.861) || [2] Biến 'total_trans_amount'=226,935,420 VND (Điểm phạt SHAP: +3.996) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.317)"
781859,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.983) || [2] Biến 'total_trans_amount'=32,259,000 VND (Điểm phạt SHAP: +3.895) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
971553,High,CRITICAL: BLOCK IMMEDIATELY,[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +11.655) || [2] Biến 'max_inactive_gap'=36.0 (Điểm phạt SHAP: +0.332) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.243)
499737,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.956) || [2] Biến 'total_trans_amount'=84,832,685 VND (Điểm phạt SHAP: +3.970) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
548945,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.364) || [2] Biến 'total_trans_amount'=94,013,383 VND (Điểm phạt SHAP: +4.109) || [3] Biến 'burst_max'=6.0 (Điểm phạt SHAP: +0.441)"
1149,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +6.288) || [2] Biến 'total_trans_amount'=9,908,824,000 VND (Điểm phạt SHAP: +4.303) || [3] Biến 'avg_trans_amount'=70,275,348 VND (Điểm phạt SHAP: +0.434)"
231086,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.837) || [2] Biến 'total_trans_amount'=6,500,000 VND (Điểm phạt SHAP: +3.936) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
983854,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.302) || [2] Biến 'total_trans_amount'=27,625,000 VND (Điểm phạt SHAP: +3.847) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
28557,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.093) || [2] Biến 'total_trans_amount'=25,470,000 VND (Điểm phạt SHAP: +3.884) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
42353,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.088) || [2] Biến 'total_trans_amount'=17,589,000 VND (Điểm phạt SHAP: +3.943) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
341753,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.904) || [2] Biến 'total_trans_amount'=46,190,000 VND (Điểm phạt SHAP: +3.947) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.333)"
255692,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.094) || [2] Biến 'total_trans_amount'=31,182,000 VND (Điểm phạt SHAP: +3.875) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
361318,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=7.0 (Điểm phạt SHAP: +7.235) || [2] Biến 'total_trans_amount'=702,052,000 VND (Điểm phạt SHAP: +4.184) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.315)"
469230,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.109) || [2] Biến 'total_trans_amount'=3,525,000 VND (Điểm phạt SHAP: +3.876) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
